,user_id,name,review_count,elite,fans,average_stars,compliments_total
4009,F052e8-JNm0jwm6gjG365Q,Vi,127,2008,20,3.77,115
4010,HDbBsdnvPXDCDdWFYWEMkA,Danielle,58,"2012,2013",2,4.22,58
4011,vWWvICTldmZgz-JMui2u2w,Mikey,23,,4,3.87,19
4012,evxG8WxjD7r0Z7XIjXWHmQ,Carrie,258,"2013,2014,2015,2016,2017,2018",39,3.94,92
4013,ZxffybhE_fsGYXryHoOQGA,Jeffrey,40,,2,4.73,1
4014,zNfeEQr0abVo-zPVLx6FnQ,Helen,62,,6,3.31,39
4015,-Tzw8xAp1I-FuoZgGT-OxQ,S,45,"2007,2008,2010",5,3.76,47
4016,YQP5MYkb6CQoyEf1jxVGuw,Amy,10,,1,3.9,2
4017,O0tBJZz0uCYV-Pt7O0Oerg,R,69,"2010,2011",6,3.82,75
4018,5qVOffJG-lv1hWR-4YdjQw,kirsten,4,,0,2.8,0
4019,8M4_nA8e9VacrirvCwrl8Q,Steve,724,,51,3.38,388
4020,kW2dk1CWihmh3g7k9N2G8A,Shradha,2895,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",243,3.66,686
4021,7QZIAKmq_x8JEYDDSW801g,Kristie,809,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",671,3.96,6583
4022,8wcMNn-cM0_mNOuSS6dgcw,Briana,208,"2007,2008",8,3.57,100
4023,aJhKW-YPN7hjI4QNMgxfvQ,Amelia,331,"2007,2008,2009,2010,2011,2012,2013",15,4.16,147
4024,eCcjxh8zjAqn-kZVWZ_HJQ,Katie,1085,"2006,2007,2008,2009,2010,2011,2012",134,3.85,901
4025,9sz5GntyDqpfpdVrsv_1Uw,Rosemarie,159,"2010,2011,2012",34,3.76,137
4026,fzvsbJr_xCW3CgbWp-zGew,Sarah-Lorraine,571,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",164,3.65,560
4027,luLjzKRHp77YnlLlD6rULQ,Philip,208,,3,3.88,23
4028,1g_ajkmxzivqpY8E9s9sgQ,Erich,644,"2012,2013,2014,2015,2016",40,3.94,64
4029,WOWnFwvuu-IFJaA_oHwPqw,Trina,201,"2009,2010,2011,2012,2013,2014,2015",109,4.11,2737
4030,9FOrsYpBwOIHvTzqBpe0Qw,Janette,767,"2009,2010,2011,2012,2013,2014,2015,2016,2017",26,3.71,198
4031,Jd17L6-fmSZzzF-0Fhjhxg,Carolen,1616,"2007,2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",848,3.24,5195
4032,SnOPsT4JFX5_hjfBfjOwjw,Taylor,167,,13,3.66,44
4033,Di8i3q-kXRO-1qwpqHOcLA,Carolyn,23,,0,3.67,2
4034,VIiOcpBDG7EsDE0E1Ogq2w,Chinwe,177,"2013,2014,2016",14,3.97,79
4035,KRcarrlaABmgM-EzofCh_g,Erin,506,"2012,2013,2014,2015,2016,2017",54,3.8,693
4036,Umt2kLwkIC1wy8bRqTWAVA,Dustin,71,"2011,2012",8,4.26,20
4037,RkVNb4DpKwehS3FAziAMVA,Kelly,1778,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",61,3.44,372
4038,YuIsaNVDkhDzedIz-XevKQ,Carol,39,,2,4.12,3
4039,UrRTtZfUvZbRhbycy91Zwg,Rashna,134,,0,3.81,11
4040,DvBEvRT5pwHlvRhQAiE0YQ,Jessica,77,2013,10,3.99,12
4041,UU-lSo7Sl3MbLCGZRtZaCg,Eleana,190,"2011,2012",19,3.85,180
4042,epd-I5vN4KUGTWCa9oBkyQ,Jen,259,"2007,2008,2010",36,4.05,368
4043,_id_cy6kweRsArTUny0XbQ,Sam,386,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",49,4.09,606
4044,YZUNuWWIjt1yxN3FnjkH6g,Ken,446,2009,18,3.51,187
4045,mteJOlja359dj7XYQnKzCg,Jay,826,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",43,3.75,168
4046,dpIju3tnaW66HMrprmeO_Q,Nicole,164,,13,4.25,70
4047,A_OETe5Xr26FTNRPkRQ4zw,Nicole,1696,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",191,3.67,3022
4048,DSj-lk3c5uoziE6lA74j2Q,Susannah,105,"2011,2012",17,3.82,111
4049,ff2E1Vzw-xOpWL-1Vfkdqw,Laura,129,"2012,2014,2015,2018",3,3.55,31
4050,EFbJYRCulKxrOtTGQ04svQ,A,55,,1,4.05,1
4051,ibO3x7W0znfQ-Jmq5IP0Bw,Jeff,117,,4,3.44,38
4052,yVdTGpMNvm8zGMPeKAyhbw,Jon,16,,3,3.94,1
4053,z---hyQ54NtDl39wU7A9zw,Kate,155,"2011,2012,2013,2014",12,3.59,45
4054,ao-AH4CKrHlJLdrxYm9reg,Samantha,806,"2016,2017,2018,2019,20,20,2021",29,3.95,98
4055,Fl_2n4J6wOTsb6BSmdNCnA,Richard,17,,1,3.72,3
4056,0tx2c_tQS-P4osULK_qtEQ,Christopher,16,,3,4.63,0
4057,YQSHAWtooYcYCbg8L6mTtA,Maureen,10,,0,3.8,3
4058,mwcKBpmd5eRrOE7H4VDNfw,Camille,270,"2008,2009,2010,2011,2012,2013,2014,2015",43,3.75,1137
4059,WWW12rJku1ijn5JzI2vqbw,Al,26,,1,3.63,6
4060,H36j2-IEVNsVYqM3fRmpgQ,Megan,10,,1,4.64,4
4061,2OTcrIMxJ1c05Dp2i6sicw,Hans Kristian,8,,1,4.63,5
4062,LZlTv1svElwj67AnYrfimg,Jacinta,61,,3,3.97,4
4063,EmdUN-cFy25hTj2lcD4Ryw,Beau,335,"2007,2008,2009,2012,2013,2014,2015",12,3.86,139
4064,yEVQsp9N1nFxFpfXsdPwYA,Jessica,187,"2010,2011,2012,2013",29,3.81,306
4065,X1g38z5xO3tVzRzyiekwGA,Katy,144,"2010,2011,2012,2013,2015,2016,2017,2018",4,3.92,34
4066,xI8Poq2dwn327-B2-kA7mg,Johnny,117,"2010,2011,2012",2,3.73,76
4067,VAExcxlYFVzCgLuPmertmw,Jennifer,689,"2009,2010,2011,2012",33,3.9,344
4068,MfknWfoPx2oilsyUK3kekA,Janelle,750,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",220,3.62,5749
4069,o0S2bnKdLtr45yF2mbx4HA,Vincent,205,"2008,2009",9,3.83,58
4070,fpiirm8MU_hSJBjHpbtIUA,Ernie,465,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",60,3.73,603
4071,pWhaWrBMYyykptjvCO_60A,Monica,166,2011,22,3.85,92
4072,amx89du2y9N5AC4iB0GbJw,Hosein,18,,1,4.62,1
4073,hB0VM1cVHtwVXxSAfWmehw,Cat,16,,8,3.81,6
4074,LI2pzNvZtLsJnDOts1ym9g,Erika,208,"2010,2012,2013,2014,2015,2016",9,3.83,41
4075,-fu9ZwflGpdZMvc5fwRuJA,Randy,22,,6,3.67,3
4076,7pHJ3eMtn9Gg3V9eD6AmZA,Robert,266,"2009,2010,2011,2012",15,4.24,121
4077,CIT2QNZ_i4DGjTVz_SUieg,Gary,370,"2012,2013,2014",29,3.57,559
4078,2_UmQTRPbpqKNQUdPDxZrA,Jennifer,155,"2011,2012,2013,2014",13,3.75,62
4079,XKa6g1o6j0tUoOA9NIeqFw,Wizdom,24,,0,4.4,0
4080,qv2q3CMwiONxpuhOXdQGyQ,Katie,8,,0,3.4,2
4081,Up01JEJT09-gYC2QixklZQ,Sarah,138,"2016,2017,2018,2019,20,20,2021",16,4.41,156
4082,llbVXXuVBYASur_qvVgxmQ,Liana,20,,4,4.35,1
4083,ua6QuBe6mar6pDrhHETzJQ,Dredge,321,2008,7,3.3,49
4084,X0qr6xMqBKMdNgNeohbJ0Q,Wallspro,45,,7,3.94,19
4085,zSqJA00ftSH2MlW67lThmA,Fara,19,,2,3.85,8
4086,QendgbXitrcoPbtuhSJSjg,Chelsea,9,,1,4.22,2
4087,2Pqs3nedztBqwQE7zO5yiQ,Maria,17,,1,3.53,2
4088,qkg8R6KK5QhSUlkK1sspIQ,Steve,154,,2,3.79,15
4089,--KsuCSkGGvDKTbdK9NvIg,C-Mac,57,,5,3.93,35
4090,zD1T8JFx3O1Rf9aNu49rpQ,Poker,397,,24,3.49,131
4091,-kef2nlu6Chnf5drLRO7Sw,Bob,26,,0,3.55,5
4092,lXcc2mdDhBRYW1UFwuF4Nw,Sandra,90,,3,3.95,9
4093,HYFDQ0Dh_G6x5xlnhCQD2Q,Jamaal,45,,3,3.09,26
4094,S2CC2Fg4RU4F1Ov9BFhdNA,Lacey,50,"2007,2008,2009,2011",23,3.75,129
4095,pE5keFdEd_RU4L2YKfeJYg,Jeri Ann,22,,4,4.61,6
4096,5lGlW4W9I2EP3KPEc-M2QQ,Linda,87,,4,3.71,26
4097,db0wvb7-_wzHJlbSrk30-A,Reggie,64,,2,4.35,2
4098,uKqkquINCbM-j2ZgvAfYsA,Stanley,307,"2015,2016,2017,2018,2019",16,3.79,49
4099,gqimocAPnvr9V-YjYhfElg,Kate,300,"2010,2011,2012,2013,2014",31,3.78,133
4100,X5AkgLOsDySVmIb69gp7Rg,Audrey,377,"2010,2011,2012,2013",35,3.36,183
4101,2IkRsN1wTPsd8SIKFFGRxQ,Girish,59,,6,4.02,11
4102,f9Y815c-ldQ5MLfAqfLdPg,Dena,1209,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",171,3.63,1852
4103,eI8CvbpkkobsotX1jKnZ7w,Mela,451,"2011,2012,2013,2014",19,3.81,83
4104,Cc1nCwhvA7UxsRnBE-FLCQ,Nichole,982,"2006,2007,2008,2010,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",109,4.07,460
4105,4Dqi3c1Hybkjbw1xNtDHzg,Tamara,130,"2012,2013,2014,2015",12,3.92,120
4106,pR16xbRTNKAa4IDBM8NjDw,Erin,34,,2,3.39,16
4107,0tJNWu6aICRiUcHEczHQpw,Angie,275,"2008,2009,2010,2011,2012",18,3.99,93
4108,9H5cqv-kuWgNoJ05kPwRoQ,Stephen,5,,0,2.4,0
4109,J4HSWXSi657cWvGTIejlNA,jenny,37,,5,3.71,41
4110,RFt6h9TWm5bYdz6vn5EQiw,Daniel,47,2009,3,3.89,39
4111,Z2WJ29NyWO0Ge5agD8hSdw,Eric,11,,0,4.64,0
4112,P_BFaQP0rlHpEq9-CZbyCQ,Meredith,119,"2009,2010",19,3.76,641
4113,tgrs5VQ6thhouiEtMU-N_w,Edward,2899,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",154,3.44,810
4114,-Q6Db__tGd2buBKFkvDghw,R,26,,8,3.16,17
4115,t8aGXXMC6EUYfL6TeB4Llg,Geoffrey,12,,4,4.67,4
4116,pflneuKFKQKQvZGDxebGFw,Jon,8,,0,4.11,3
4117,rStrYkNcaqbIOB7wcMmzhQ,Christine,386,"2015,2016,2017,2018,2019,20,20,2021",34,4.15,83
4118,cSKLV3CudAbHGW5GOHoRJQ,Greg,476,"2014,2015,2016,2017,2018,2019,20,20,2021",68,3.51,297
4119,HiGWxt8mk49-AlVfqLH6Xg,Alicia,32,"20,20,2021",2,3.91,11
4120,Vc-w8-7QIrrN07oveskT3g,Antonio,283,"2012,2013,2014",17,3.73,79
4121,DZO2lmlHi41X19g9U44I1w,Laurie,1464,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",98,4.13,608
4122,_CX6EUBVg_b7SaLWnQFn4w,Liz,8,,1,5.0,0
4123,8mrw51USGu1b8H1uOnhofQ,Ian,4,,0,5.0,4
4124,4U2xVaKZSYG2lvUj0raLjA,molly,344,"2008,2009,2010,2011",22,3.92,182
4125,gLxOJ50gJ9dJplaew3h5Qw,Wolfy,363,"2012,2013,2014",15,3.92,131
4126,TpSmU6Hd-DFPVNq6XxnXVw,Jonathan,60,,9,4.97,3
4127,wmMkSyaF4cqt-SF0yxFdgQ,Gary,91,"2012,2013,2014",6,4.25,26
4128,T4ZtgOwMSpvZDuFEg_KWDQ,Safa,462,"2009,2010,2011,2012",29,3.84,209
4129,pI44KNBxtO_BeYM8KVx9BQ,Liz,478,"2008,2009,2010,2011,2012,2013",154,3.41,4092
4130,uhOmmaB3qFi-QsPfQKg3ww,Paul,473,"2010,2011,2012,2013,2014,2015,2016",172,3.44,1499
4131,vSTi9G85c5c8RNPFIEMETQ,Jenny,414,"2007,2008,2009,2010,2011",21,3.6,154
4132,oDa9wgyowQiKkgTG9cPNJw,Pamela,1256,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",153,3.72,959
4133,4CGEBckWno32J1EcJoeckw,My,163,"2018,2019,20,20,2021",17,3.39,47
4134,aK_WiJ5y4XZvIqevn7_Nig,Drew,87,,40,4.43,87
4135,c8qFkI_VusWo0xZvkjfBWQ,matthew,374,2006,21,3.82,95
4136,JrAsMEzOrWQoucpMyugeWw,Gamaliel,349,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",34,3.77,334
4137,qcFDdY4LOX34H77oWgZ0sA,Thu Trang,4,,2,5.0,1
4138,Wez_YoTdzSxsBWPvx-leaA,Julie,438,"2011,2012,2013,2014,2015,2016",35,3.67,231
4139,HvO4EP21-9Ty75slfATM9A,Ane,69,2012,7,3.23,42
4140,kpM7MEMEnuVcTv4yyPSZww,Zach,29,,5,3.2,10
4141,jEDFueQZfTT6Jhf-u1a8dg,David,15,,0,4.32,2
4142,mtpek5XdI8oqrA5KCGFXZg,Sean,1073,,38,3.55,224
4143,2rYHQC7JRVHJ2csyaLxICA,Erica,390,"2009,2010",14,3.91,64
4144,SW-VRbDMyNX19dBK-235bg,Rachel,49,,2,3.8,17
4145,Kx5C8D3Y0WyQ3DUMlPj6PQ,Colleen,14,,1,4.13,3
4146,PAjwbnp3R75S6FJr8xidjg,Tanner,27,,1,3.78,3
4147,BXHwUL2BJcBkNMTFkCxBig,Daniel,29,,0,3.86,0
4148,HYyFe5E2dRmr3CJnYtyFpA,Josh,14,,2,3.93,13
4149,bURBDO2lgSrxnth2P7v3Gw,Craig,1559,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",124,4.21,1980
4150,o8h4yOIbvHRF1k5IRhz2kw,Jen,265,"2010,2011",28,4.22,93
4151,9smRZdopZgmhZLUMA_FMHw,Katelyn,12,,4,4.33,8
4152,tCXElwhzekJEH6QJe3xs7Q,Rob,163,"2008,2009,2013,2014",23,3.6,204
4153,6vZiVk2vyOVqkeNpcGHxfA,Camille,204,"2010,2011,2012,2013,2014",21,3.49,80
4154,8AnFGp4fzJV8Bhtx1KQ3bA,Christine,270,"2010,2011,2012,2013",17,3.41,170
4155,7XvUlAuIRF9IhWAvlr5U7Q,Rocco,701,"2009,2010,2011,2012",49,3.69,806
4156,wKpuRqA-f1Acf1lCZqHCMQ,Christie,249,"2019,2021",12,3.82,26
4157,QhpD_YU3_RDMKjkH5DXMYg,Gail,1541,,83,4.13,1070
4158,2BZSt66JP1QzbxFc51_f2w,Rahel,194,"2010,2012,2013",38,3.99,155
4159,rjKQk8c1MdFbXLN_4Vt4CQ,Mark,292,,7,2.88,32
4160,eSlOI3GhroEtcbaD_nFXJQ,Jason,3186,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",318,3.62,10061
4161,sa3ln0EsfmJiwcdNdRjW-w,Jon,132,"2012,2013",11,4.02,66
4162,qCBpMV3FCUxE2xsyy8N6VA,Eric,49,,4,3.98,7
4163,BWel3BDT4tYdn2E61dsBDw,Julie,102,"2011,2012",4,3.74,42
4164,mZL0EfP_cGs1KAGPxp1XLQ,Michael,72,,4,3.95,26
4165,6v0YFMRNFNHr_jNYLiV4rw,Dobromir,12,,1,4.25,0
4166,qJSWiLUBzuR05XuWVVcUEA,Amit D.,4,,2,5.0,3
4167,c1XHqYtBl5qyeAspzPiCFg,Sara,95,"2010,2011,2012",7,4.14,42
4168,FFQeh4p0s5HKriZZajJpfw,Christopher,508,"2010,2011,2012",24,3.5,214
4169,78DkAcUVQbtnJY-3BY3x-w,Joseph,9,,0,3.22,1
4170,oyU1UTERVog0IUQwqZbyVQ,C D,18,,1,3.74,2
4171,t-nB38eHbeFuabXBdJMwvg,Katharine,482,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",103,4.07,865
4172,DFyrOKhrN9p3_JGKI1NjVw,Sylvie,213,"2011,2012,2013,2014",21,3.93,105
4173,0IA2v7GdycIzsUqC1eSl-A,Mike,59,2012,1,3.91,8
4174,OxaqY6xoDhFFxyICEX4QQQ,Tracy,19,,2,3.37,12
4175,ChUsgyEMgJ1hO3YbYcaW1A,Jane,20,,2,4.67,7
4176,3I1QFCr5LXL--CUMKQPkkw,Genie,89,,17,3.81,75
4177,1ENBskBHIvWPaiF-wcZ8Ew,Tom,974,"2010,2011,2012,2013,2014,2015",80,3.51,379
4178,LZPtLWnjGZVODlhZk_uPdg,Iza,284,"2009,2010,2011",15,3.53,81
4179,tGMvLSDKr5QmjSbNKVZ3vA,Jim,228,"2009,2013",21,4.23,118
4180,TYU5FJzAYTeOJyq_lYkKvA,R,94,"2010,2011",2,3.62,15
4181,DJp-RvWsIyX9z-8SN2N7Ag,Melissa,398,"2011,2012",55,3.56,203
4182,eBSi_YB7h7Xh8EM386f05Q,Abhishek,208,"2015,2016,2017,2018,2019,20,20,2021",39,4.12,254
4183,wpr6gw4FnptTrk1CeT8POg,N,442,"2006,2007,2008",87,3.86,1351
4184,dZjAjpEdIoFQMVakp7o1wA,Tin-Tin,497,"2007,2008,2009,2010",19,4.1,139
4185,Vdy219QdKTKmzTSy12FVnw,Mai,71,"2007,2009",29,3.69,248
4186,kKy2XrlFbQxtbukkFYMiPA,Michael,475,,37,3.95,113
4187,z7zzCNnL2wjo1pIlfKjlig,Deejay,5,,1,3.2,1
4188,9B0aF706v_o-8nOz7v3rUg,Kat,37,,2,4.03,8
4189,7KYAuRw6GHYcINiY3xWUQA,Jen,51,,5,3.98,29
4190,azJrRTbRuiqpNW2uaWYHvw,Mike,13,,0,4.5,4
4191,4zvrmxZmJi0KcYi4bc7HHQ,Rajan,5,,0,4.8,2
4192,_P5d_UDfJzicZGHkxwtTLg,john,5,,0,3.0,0
4193,pWqyPgFJpbj4z8of9pfv_w,Lissa,154,"2011,2012",3,3.66,19
4194,DVhrMMjptaGyUYxyNj9gtQ,Kristine,276,"2010,2011,2012,2013,2014,2015,2016",42,3.74,1017
4195,LrgYk-SWt9uAMobHKSuYwA,Jessica,101,2011,2,3.72,65
4196,w8SDZOHJ2eB8HiPQk18twA,Frank,12,,0,4.36,0
4197,D-rKFBb1s4_4vpDA9Wjiog,Michael,1433,"2018,2019,20,20,2021",25,3.57,62
4198,-F9p0hYCiUj_BjaIRx-J-A,P,50,,0,3.68,9
4199,t5kThtEHLfIL2ltBW5DTyw,Debra,75,,1,3.94,2
4200,bzXX14dsfF_0sErrigno4Q,Whitney,20,,0,4.14,5
4201,LdWIjNvjdaAoAfpQhT6F9w,Tinna,932,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",221,4.03,12854
4202,Ba_cWbzh2Wghm9runQ0WUQ,Lei,645,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",119,3.78,5258
4203,vr-Rw3nMKIgGrVNT6A7p9g,Jamie,554,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",74,4.07,386
4204,3n_QYiWlZdt5C9ogbsLEdA,Michael,29,,6,4.24,20
4205,a75rDUiWt3lrS-fusG993w,Caroline,233,2010,3,3.8,29
4206,zlSsFP8bOUkflnXl91Xo1g,melissa,168,,6,3.7,12
4207,njJjEOLRTo03Fwp4jg_Jpg,Tiffany,1145,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",98,4.14,408
4208,mVX994rBlLzWugN-gjwZfQ,Andrew,174,"2007,2008,2009,2010,2011",12,3.89,108
4209,vMdZdazzQxRU9fvntAwRzA,Kimberly,215,"2010,2011,2012,2013,2014,2017,2021",11,3.93,204
4210,Md_8xUc4MF8VA56zm5FK_Q,Kara,790,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",34,4.12,282
4211,f7Q_2CMcE1jjqwmWwlP3tA,Joey,20,,2,4.27,1
4212,TVULNiMZVXeSx6BDRhpg4Q,Lenore,323,"2012,2013,2014,2015,2016",7,3.83,48
4213,ug4_HGDF8R9j13uV69Jw4g,Angel Of Agon,55,,1,3.49,6
4214,wrcVzGPGIOL2Z3Kxmg9fwg,Karrie,103,"2015,2016",9,3.74,55
4215,6v7kbVe-1E7qoouxPMhnQQ,Melissa,214,"2006,2007,2008",6,3.74,82
4216,EyLVCFOKltmlMg7XcRxU9Q,Jake,176,"2008,2009,2010,2011,2012,2013",12,3.72,103
4217,P0GZl3KaKWsyO5ZUqeQ9Hg,Ernie,31,,0,4.03,2
4218,d1requ6hawKvCpTel8Unew,Lindsey,11,,1,4.73,4
4219,Y9XiXCxm8uC1HsPwSBnlVg,Mimi,489,"2010,2011,2012,2013",11,3.54,51
4220,i3iYZMTxDoobkRS7pdxS4Q,Tom,637,"2012,2013,2014,2015,2016,2017",71,3.56,539
4221,VOCHHkd5KNbiaGPj05RjNA,Mike,72,"2010,2011",1,4.03,14
4222,BDgDYTYBZfT_315zBn-PGw,Daniel,382,"2008,2009,2010,2011,2012,2013",43,3.65,1219
4223,qwONwL783a0hvPQl2TVWjg,Anthony,613,"2011,2012,2013,2014,2015",297,3.55,35757
4224,ew6iZkRgY6YErPJj8TIZ2A,David,4,,3,3.5,4
4225,OSbuXWZqW4iouNTKibaw6w,Cara,185,"2008,2009,2010,2011",21,3.51,185
4226,zYlWU63r_ClUxq4yWEhdsw,Bebe,265,,11,3.19,530
4227,Dc_8k2M2MWrETJGdWEI5cg,James,49,,5,2.86,162
4228,ybfyB-EP-fyQFbhGnwyuwg,Elizabeth,10,,5,3.9,1
4229,KnAr1FnvYyT0jRYlIVj_gA,Victor,314,"2010,2011,2012,2013",24,3.96,185
4230,5P5sbYHJBBpi9x-P5AVrqw,Dubya,76,,5,2.8,14
4231,MCLoVZUvPD699TsP_VWgjw,Andrew,121,,8,2.5,44
4232,QICK-snk1mo_plAOrkNapQ,Kat,131,"2010,2011",10,3.93,113
4233,vy_vLf2XmlcNOIpZPnL1rA,Joe,3,,1,5.0,0
4234,51Dg7npqsTegnd1ZDxVb3w,Anye,841,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",55,3.93,254
4235,Ce9aYbRL6SKIRWoVedJvjw,Andrea,103,,0,3.65,13
4236,48w8IAwfeATiR3rfuH6ouw,Michelle,575,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",43,3.58,254
4237,zD4BIS_Fftb4f7qK-1I-Mg,James,336,"2011,2012,2013",16,3.51,76
4238,pzbE0dUl9XfTbiBR8Lcmwg,Melvyn,25,,1,3.88,5
4239,MILlyYbm3aNhM14X2lnL1g,Racquel,263,"2012,2013,2014,2015",16,3.96,41
4240,lJUxlXJvvAD4OBuQUWAEGA,Fern,85,,5,3.3,8
4241,ExI15M-oXjHcF42-G1xv9w,sarah,422,"2006,2007,2008",40,3.83,231
4242,lvsQfIx3LzlbxW0FVzmEKg,John,297,,29,3.72,227
4243,mr52dL8Vw8tcTrfB23ykKg,Christopher,548,"2008,2009,2010,2011,2012,2013,2014,2015",54,3.46,1098
4244,WDsr8RnPqbceR3s2yZYr3Q,Aaron,870,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",52,4.3,261
4245,V0Kg9fkgfoCNvYpNJcv0Ng,Randy,453,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",30,4.05,1591
4246,nPkTidQvXdVPZH7dgDWarw,Kay,707,"2009,2010,2011,2012,2013",65,3.75,352
4247,_ySSKiDMjgEA99JKNZo9tg,Vanessa,465,"2009,2010,2011,2012,2013",33,3.53,193
4248,Zfbo32Bvu8HruV-Lm6X5tA,Steph,34,,4,4.03,7
4249,B35Nwmd15-0WNdI-8jISOA,Laura,163,"2010,2011,2012",11,3.79,67
4250,fLGP1D5szIiKDBNdsNafew,Janelle,15,,1,3.69,0
4251,s_BTuoryMAkBIOcQeb58JA,Adam,44,,1,2.71,14
4252,ZCtIJDJCJb7mq-jGrNXTsA,Jill,88,"2010,2011,2012",8,4.01,186
4253,GhnqHTT1vKkLc0Z1rGsQ1A,Trung,1090,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",106,3.63,171
4254,VYXOtlwVd5pQQeLGCPhXOw,Evs,240,2011,5,3.82,46
4255,ApJ9YgYU-AhS4a-F5oTGHw,Nicole,526,"2009,2010,2011,2012,2013,2014",42,3.1,2145
4256,Rw4Q9-0JKZkBr5KUekWfkA,Michael,124,"2009,2010",7,3.62,73
4257,mYPZS1q2swR59_BFO_Xm6g,Dale,1264,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",135,3.83,1964
4258,Hd94ge8JwvQVo1h-5yyTGw,Scott,157,,6,3.13,27
4259,xgvKqyaNG3vc2RzwtWqppw,Josh,39,,2,3.46,3
4260,88CE9oPH4O-0pO2VTc8j4g,Andy,542,"2012,2013,2014,2015",22,3.73,112
4261,yfpMOZOSUK9lQ9_6m0J9iw,Virginia,673,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",48,4.15,215
4262,ZYZNcugF3xUEGyLOVGiZ0Q,Carol,2960,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",376,3.9,4696
4263,x7v3sLJYa8lh1mtt70L_rw,seth,114,"2007,2008,2009,2010",5,4.07,36
4264,8VJnUeQh8RRhNtbbPECaLw,Amaryllia,364,"2009,2010,2011,2012,2013,2014,2015,2016",47,3.45,270
4265,vGkha82V8Y9fog6iddlTQA,Cadence,247,"2011,2012,2013",8,3.21,42
4266,qSzQAYPg87134iPasWOMxA,Antonio,508,"2009,2010,2016,2017,2018,2019,20,20,2021",88,4.12,618
4267,RyNj8Tt0XJgKDDQYKWLJ-w,Crystal,66,,3,4.1,2
4268,PmrFSehNLWAn8pMWtB53Lg,Suzanne,490,"2006,2007,2008,2009,2010,2011",106,3.69,2685
4269,it0w61K7gpgz-Yt1aU8GHg,Alexandra,392,"2010,2011",34,4.01,172
4270,cAl0Xqh_PFiMJl10ZlcDIg,Virginia,640,"2008,2010,2011,2012,2013,2014",33,3.95,213
4271,CaRD0iikgPprS3wUNzdG2A,Jed,94,,6,3.4,8
4272,TPIdQo21jtpyh8iI-zkHSg,Tammy,113,,3,3.9,16
4273,I3zKdp7ttJHJ_FdEFasQHg,Chelsea,57,2010,7,3.79,24
4274,SpuK67B0EVHX0DuMEgPq3w,Byron,148,2010,17,3.71,87
4275,VjwlLyVekszbn9h-lduPKA,Jay,12,,0,3.17,0
4276,KfxFfpYT_0RD7Fa7RVI8Wg,Cher,182,"2011,2012,2013,2014,2015",20,3.82,219
4277,PIj8KMGwmerGOYWoe485Wg,Steven,6,,0,3.67,1
4278,2BE2RUXYvS2lEcmHivsD-g,Josh,33,,0,4.53,1
4279,7fJhPTwqedGa1XOBhS4ofQ,Tam,31,,0,3.46,11
4280,t_hEsld990dLmElaZ1gbbA,Steven,106,,1,4.04,11
4281,tr6YCHDt7gNx8CXWPtMLKQ,Ryan,58,,3,4.03,7
4282,1KXHUr7wNvUcao_3h7iRVQ,Julia,211,"2009,2010",14,4.02,105
